code;name;;en_name;de_desc;de_link;en_desc;en_link;de_syn;en_syn
ERVEXTZEITPUNKT3-2010;2010;;;;;;;;
ERVEXTZEITPUNKT3-2011;2011;;;;;;;;
ERVEXTZEITPUNKT3-2012;2012;;;;;;;;
ERVEXTZEITPUNKT3-2013;2013;;;;;;;;
ERVEXTZEITPUNKT3-2014;2014;;;;;;;;
ERVEXTZEITPUNKT3-2015;2015;;;;;;;;
ERVEXTZEITPUNKT3-2016;2016;;;;;;;;
ERVEXTZEITPUNKT3-2017;2017;;;;;;;;
ERVEXTZEITPUNKT3-2018;2018;;;;;;;;
