C-ERVZEITPUNKT3-0;C-ERVAMSTVORHER4-0;C-ERVAMST4-0;C-ERVAGE5-0;C-ERVSEX1-0;F-ERV_STAT_HAUPT
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;13307
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;8235
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;650
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;33
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10247
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;10050
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;313903
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;260328
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;593
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;135
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;18239
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;23112
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;19971
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;10955
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;10963
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;5798
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;71
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;14
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;963
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15667
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;13488
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;562
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;40
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;46
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;7478
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;5817
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;36570
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;42136
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;142767
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;203541
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;13744
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;13810
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;27
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;44
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10540
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;17626
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;36227
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;36317
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;19
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;16
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;346195
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;320906
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;61
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;2670
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;3562
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;358822
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;293447
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;555
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;100
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;8190
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;12802
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;5168
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8913
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;19644
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;21615
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;8
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;5
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;309754
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;292360
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;34
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5642
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;16553
ERVEXTZEITPUNKT3-2015;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;0;1
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;371315
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;355180
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4922
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2755
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;46003
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;98545
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;101
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;74
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;395411
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;248308
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;165
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;66
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;37123
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;45470
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;25284
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;14586
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;126113
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;182842
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;352796
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;287760
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;38
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;3420
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;4303
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;26467
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;55459
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;55
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;30
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;5610
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6343
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1090
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;743
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;39
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;28
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;703
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1647
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4515
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;19467
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;11
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;4
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;449173
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;289209
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;161
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;61
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;199893
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;194307
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;57
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;13
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;13931
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;8491
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;460
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;42
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;9922
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;10142
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;324274
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;264432
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;618
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;117
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;17513
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;22861
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;20442
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;11431
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;10096
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;5388
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;45
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;9
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;944
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;16250
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;12324
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;548
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;14
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;7
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4860
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;2933
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;35707
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;40123
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;147901
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;208505
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;14413
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;14180
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;41
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;47
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;10702
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;17497
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;36026
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;35727
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;17
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;11
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;356949
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;320952
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;35
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;2889
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;3836
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;368459
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;297512
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;582
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;104
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;9258
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;14406
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;4621
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8087
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;18826
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;20133
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;11
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;7
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;281442
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;287953
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;11
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5692
ERVEXTZEITPUNKT3-2016;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;16383
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;361379
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;309026
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;0;6
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4332
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2259
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;51692
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;103114
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;135
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;82
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;391810
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;251452
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;151
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;71
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;38501
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;47540
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;26485
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;15133
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;129394
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;190656
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;378460
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;296542
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;68
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;3776
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;4928
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;31672
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;58996
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;53
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;44
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;5747
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6650
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;1;5
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;2;2
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1043
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;754
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;50
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;18
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;742
ERVEXTZEITPUNKT3-2017;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1490
