C-ERVZEITPUNKT3-0;C-ERVAMSTVORHER4-0;C-ERVAMST4-0;C-ERVAGE5-0;C-ERVSEX1-0;F-ERV_STAT_HAUPT
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;12321
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;20023
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;35166
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;33985
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;16
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;11
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;318234
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;273588
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;8
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;1595
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2053
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;332945
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;275502
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;209
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;97
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;10918
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;16057
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;4491
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8046
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;16491
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;18019
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;10
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;6
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;253486
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;275267
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;5725
ERVEXTZEITPUNKT3-2011;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;14601
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;336596
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;298952
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;0;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;3219
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;1677
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;43227
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;97393
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;78
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;49
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;380164
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;236687
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;73
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;34
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;43698
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;47943
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;21708
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;10282
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;123405
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;173498
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;4
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;330037
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;257878
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;22
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;2218
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;2582
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;0;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;24434
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;62241
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;31
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;28
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;5883
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6401
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1418
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;957
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;31
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;20
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;584
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1359
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4128
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;9722
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;9
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;4
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;414539
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;270649
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;57
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;29
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;207928
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;210304
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;126
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;61
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;13621
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;8154
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;308
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;24
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;9185
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;9431
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;1;5
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;295427
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;246600
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;234
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;141
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;20615
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;21885
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;18276
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;8045
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;8647
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;4124
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;27
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;2;13
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;1;348
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15953
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;1;16855
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-40;ERVEXTAGE5-65;2;517
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;1;33
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-15;2;16
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;1;6646
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-15;2;4145
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;1;33636
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-40;ERVEXTAMST4-90;ERVEXTAGE5-65;2;40610
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;1;144141
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-15;2;197464
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;1;13329
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-15;2;13516
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;1;4
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-30;ERVEXTAGE5-65;2;2
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;1;47
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-15;2;60
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-40;ERVEXTAGE5-65;1;3
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;1;11286
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-50;ERVEXTAGE5-15;2;18953
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;1;34579
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-15;2;34125
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;1;10
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-50;ERVEXTAMST4-90;ERVEXTAGE5-65;2;13
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;1;333284
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;2;289101
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-15;0;21
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;1;1941
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2341
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-10;ERVEXTAGE5-65;0;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;1;339304
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-15;2;281419
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;1;229
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-30;ERVEXTAGE5-65;2;136
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;1;9785
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-15;2;15916
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;1;5130
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;2;8785
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-40;ERVEXTAGE5-65;0;1
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;1;17355
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-15;2;19011
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;1;9
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-50;ERVEXTAGE5-65;2;5
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;1;259566
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;2;275875
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-15;0;2
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;1;6110
ERVEXTZEITPUNKT3-2012;ERVEXTAMST4-90;ERVEXTAMST4-90;ERVEXTAGE5-65;2;15202
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;1;346867
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;2;316909
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-15;0;2
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;1;4032
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-10;ERVEXTAGE5-65;2;2347
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;1;43275
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-15;2;97437
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;1;66
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-20;ERVEXTAGE5-65;2;59
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;1;387057
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-15;2;238920
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;1;66
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-30;ERVEXTAGE5-65;2;46
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;1;43037
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-15;2;49210
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;1;22506
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-40;ERVEXTAGE5-65;2;11548
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;1;123467
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-15;2;173777
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;1;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-50;ERVEXTAGE5-65;2;1
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;1;328916
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;2;263499
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-15;0;33
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;1;2586
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-10;ERVEXTAMST4-90;ERVEXTAGE5-65;2;3042
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;1;24741
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-15;2;62382
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;1;45
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-10;ERVEXTAGE5-65;2;24
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;1;6033
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6686
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;1;1421
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-15;2;980
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;1;23
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-40;ERVEXTAGE5-65;2;31
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;1;678
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-50;ERVEXTAGE5-15;2;1401
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;1;4066
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-15;2;10271
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;1;4
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-20;ERVEXTAMST4-90;ERVEXTAGE5-65;2;3
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;1;426540
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-15;2;274381
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;1;47
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-10;ERVEXTAGE5-65;2;37
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;1;241933
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-15;2;238295
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;1;94
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-30;ERVEXTAGE5-65;2;56
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;1;15159
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-15;2;9444
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;1;287
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-40;ERVEXTAGE5-65;2;39
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;1;9764
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-15;2;10085
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-50;ERVEXTAGE5-65;1;2
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;1;312372
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-15;2;257284
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;1;203
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-30;ERVEXTAMST4-90;ERVEXTAGE5-65;2;129
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;1;21156
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-15;2;24760
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;1;21465
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-10;ERVEXTAGE5-65;2;11293
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;1;12250
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-15;2;6559
ERVEXTZEITPUNKT3-2013;ERVEXTAMST4-40;ERVEXTAMST4-30;ERVEXTAGE5-65;1;21
